"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.084358068E0,3.299999982E-2,-4.000000190E-3,6.669999957E-1,6.678278178E-1
4.089372843E0,1.899999939E-2,2.199999988E-2,8.169999719E-1,8.175169442E-1
4.094387612E0,1.899999939E-2,3.599999845E-2,1.021000028E0,1.021811165E0
4.099402395E0,3.299999982E-2,8.999999613E-3,1.129999995E0,1.130517576E0
4.104417164E0,1.799999923E-2,8.999999613E-3,1.062000036E0,1.062190697E0
4.109431845E0,4.999999888E-3,-3.099999949E-2,8.439999819E-1,8.445839031E-1
4.114446612E0,-8.000000380E-3,-3.099999949E-2,6.259999871E-1,6.268181426E-1
4.119461381E0,4.000000190E-3,-1.799999923E-2,6.129999757E-1,6.132772376E-1
4.124476212E0,1.700000092E-2,8.000000380E-3,7.350000143E-1,7.352401112E-1
4.129490983E0,1.700000092E-2,3.500000015E-2,9.940000176E-1,9.947612955E-1
4.134505753E0,3.099999949E-2,4.899999872E-2,1.129999995E0,1.131486628E0
4.139520426E0,1.700000092E-2,3.500000015E-2,1.062000036E0,1.062712603E0
4.144535193E0,-8.000000380E-3,2.099999972E-2,8.439999819E-1,8.442990995E-1
4.149549962E0,1.799999923E-2,7.000000216E-3,6.399999857E-1,6.402913256E-1
4.154564732E0,3.200000152E-2,-6.000000052E-3,5.989999771E-1,5.998841327E-1
4.159579501E0,3.200000152E-2,1.999999955E-2,6.940000057E-1,6.950251852E-1
4.164594031E0,2.999999933E-2,3.200000152E-2,9.530000091E-1,9.540089189E-1
4.169608799E0,3.000000026E-3,3.200000152E-2,1.075999975E0,1.076479887E0
4.174623568E0,-9.999999776E-3,1.799999923E-2,1.034999967E0,1.035204777E0
4.179638318E0,-9.999999776E-3,4.999999888E-3,8.169999719E-1,8.170764677E-1
4.184653087E0,-8.999999613E-3,-1.999999955E-2,6.539999843E-1,6.543676179E-1
4.189667852E0,-8.999999613E-3,-6.000000052E-3,6.129999757E-1,6.130954006E-1
4.194682621E0,4.000000190E-3,-6.000000052E-3,8.309999704E-1,8.310312575E-1
4.199697390E0,4.000000190E-3,6.000000052E-3,1.062000036E0,1.062024518E0
4.204712159E0,-3.299999982E-2,1.899999939E-2,1.144000053E0,1.144633619E0
4.209726929E0,-3.299999982E-2,3.299999982E-2,1.103000045E0,1.103986911E0
4.214741623E0,-4.999999888E-3,4.999999888E-3,9.399999976E-1,9.400265930E-1
4.219756424E0,-1.899999939E-2,-2.099999972E-2,7.630000114E-1,7.635253875E-1
4.224771193E0,-1.799999923E-2,-3.200000152E-2,7.080000043E-1,7.089513426E-1
4.229785968E0,-1.700000092E-2,-1.799999923E-2,8.169999719E-1,8.173750388E-1
4.234800737E0,-4.500000179E-2,2.199999988E-2,1.008000016E0,1.009243793E0
4.239815506E0,-3.099999949E-2,3.500000015E-2,1.144000053E0,1.144955074E0
4.244830284E0,8.999999613E-3,3.299999982E-2,1.075999975E0,1.076543518E0
4.249845054E0,8.999999613E-3,-7.000000216E-3,8.719999790E-1,8.720745171E-1
4.254859824E0,8.999999613E-3,-3.400000185E-2,7.630000114E-1,7.638101974E-1
4.259874594E0,8.999999613E-3,-3.400000185E-2,8.029999733E-1,8.037698410E-1
4.264889133E0,8.999999613E-3,-1.899999939E-2,9.530000091E-1,9.532318801E-1
4.269903900E0,8.999999613E-3,8.000000380E-3,1.075999975E0,1.076067352E0
4.274918669E0,8.999999613E-3,3.500000015E-2,1.103000045E0,1.103591908E0
4.279933438E0,-4.000000190E-3,3.500000015E-2,9.530000091E-1,9.536508886E-1
4.284948199E0,8.999999613E-3,7.000000216E-3,8.309999704E-1,8.310781858E-1
4.289962968E0,2.199999988E-2,-3.299999982E-2,7.630000114E-1,7.640301155E-1
4.294977737E0,3.599999845E-2,-1.899999939E-2,7.220000029E-1,7.231465992E-1
4.299992515E0,3.599999845E-2,-4.999999888E-3,8.029999733E-1,8.038220929E-1
4.305007210E0,5.900000036E-2,7.000000216E-3,8.719999790E-1,8.740217180E-1
4.310021944E0,4.999999888E-3,2.099999972E-2,8.579999804E-1,8.582714993E-1
4.315036713E0,4.000000190E-3,2.099999972E-2,8.439999819E-1,8.442706731E-1
4.320051482E0,4.999999888E-3,7.000000216E-3,8.579999804E-1,8.580431029E-1
4.325066232E0,-7.000000216E-3,-1.799999923E-2,8.029999733E-1,8.032321938E-1
4.330081001E0,-3.400000185E-2,-3.099999949E-2,7.900000215E-1,7.913387606E-1
4.335095770E0,-2.099999972E-2,-4.500000179E-2,7.760000229E-1,7.775873171E-1
4.340110311E0,-2.099999972E-2,-4.000000190E-3,7.630000114E-1,7.632994284E-1
4.345125078E0,-6.000000052E-3,3.400000185E-2,8.169999719E-1,8.177291447E-1
4.350139838E0,3.400000185E-2,1.999999955E-2,8.719999790E-1,8.728917250E-1
4.355154607E0,6.000000052E-3,3.299999982E-2,8.579999804E-1,8.586553246E-1
4.360169377E0,-6.000000052E-3,6.000000052E-3,7.630000114E-1,7.630471922E-1
4.365184165E0,1.899999939E-2,-1.899999939E-2,5.989999771E-1,5.996023453E-1
4.370198934E0,-8.000000380E-3,-1.899999939E-2,5.580000281E-1,5.583807226E-1
4.375213703E0,3.200000152E-2,8.000000380E-3,6.809999943E-1,6.817983516E-1
4.380228477E0,3.200000152E-2,2.099999972E-2,8.169999719E-1,8.178960534E-1
4.385243171E0,1.799999923E-2,4.600000009E-2,9.120000005E-1,9.133367401E-1
4.390257943E0,1.799999923E-2,4.999999888E-3,9.259999990E-1,9.261884248E-1
4.395272712E0,-8.000000380E-3,-2.199999988E-2,8.309999704E-1,8.313296283E-1
4.400287482E0,4.000000190E-3,-3.500000015E-2,7.080000043E-1,7.088758750E-1
4.405302242E0,2.999999933E-2,-1.999999955E-2,5.720000267E-1,5.731352637E-1
4.410317011E0,2.899999917E-2,-6.000000052E-3,5.720000267E-1,5.727661220E-1
4.415331770E0,1.600000076E-2,1.999999955E-2,7.350000143E-1,7.354461374E-1
4.420346540E0,2.000000095E-3,4.699999839E-2,8.849999905E-1,8.862493910E-1
4.425361310E0,1.499999966E-2,1.899999939E-2,8.439999819E-1,8.443470669E-1
4.430376051E0,-1.099999994E-2,-8.000000380E-3,7.220000029E-1,7.221281078E-1
4.435390589E0,1.499999966E-2,-8.000000380E-3,5.580000281E-1,5.582589286E-1
4.440405357E0,2.899999917E-2,1.899999939E-2,5.170000196E-1,5.181611913E-1
4.445420140E0,2.700000070E-2,2.999999933E-2,6.539999843E-1,6.552442136E-1
4.450434909E0,1.300000027E-2,2.999999933E-2,7.900000215E-1,7.906763142E-1
4.455449678E0,-1.300000027E-2,4.399999976E-2,9.399999976E-1,9.411190124E-1
4.460464463E0,-2.700000070E-2,2.999999933E-2,9.259999990E-1,9.268791713E-1
4.465479232E0,-1.200000010E-2,-8.999999613E-3,7.900000215E-1,7.901424137E-1
4.470493985E0,-1.200000010E-2,-2.199999988E-2,5.580000281E-1,5.585624687E-1
4.475508680E0,-1.200000010E-2,-2.199999988E-2,4.629999995E-1,4.636776893E-1
4.480523447E0,-1.200000010E-2,-8.999999613E-3,5.170000196E-1,5.172175753E-1
4.485538187E0,-1.099999994E-2,1.600000076E-2,6.399999857E-1,6.402944492E-1
4.490552956E0,-2.400000021E-2,4.399999976E-2,6.669999957E-1,6.688804036E-1
4.495567725E0,-2.400000021E-2,2.999999933E-2,6.399999857E-1,6.411520737E-1
4.500582486E0,-1.099999994E-2,3.000000026E-3,5.989999771E-1,5.991084815E-1
4.505597255E0,-9.999999776E-3,-8.999999613E-3,5.310000181E-1,5.311704239E-1
4.510611800E0,3.000000026E-3,-2.300000004E-2,4.079999924E-1,4.086587743E-1
4.515626568E0,1.700000092E-2,-8.999999613E-3,4.079999924E-1,4.084531721E-1
4.520641337E0,3.000000026E-3,4.000000190E-3,4.219999909E-1,4.220296108E-1
4.525656115E0,-2.199999988E-2,1.600000076E-2,5.040000081E-1,5.047336012E-1
4.530670884E0,-2.099999972E-2,3.000000026E-3,5.989999771E-1,5.993754855E-1
4.535685654E0,4.999999888E-3,3.000000026E-3,5.170000196E-1,5.170329005E-1
4.540700372E0,-8.000000380E-3,3.000000026E-3,4.219999909E-1,4.220864750E-1
4.545715139E0,1.700000092E-2,-2.199999988E-2,2.720000148E-1,2.734172783E-1
4.550729908E0,-8.999999613E-3,1.799999923E-2,2.860000134E-1,2.867071809E-1
4.555744678E0,3.000000026E-3,4.999999888E-3,4.359999895E-1,4.360389786E-1
4.560759447E0,1.700000092E-2,4.999999888E-3,5.310000181E-1,5.312956044E-1
4.565774226E0,-8.000000380E-3,4.000000190E-3,5.860000253E-1,5.860682807E-1
4.570788995E0,4.999999888E-3,4.999999888E-3,4.359999895E-1,4.360573252E-1
4.575803765E0,4.999999888E-3,-8.000000380E-3,2.450000048E-1,2.451815702E-1
4.580818535E0,-8.000000380E-3,-8.000000380E-3,2.720000148E-1,2.722352072E-1
4.585833074E0,1.700000092E-2,-7.000000216E-3,3.129999936E-1,3.135394648E-1
4.590847847E0,-8.999999613E-3,4.999999888E-3,3.540000021E-1,3.541496880E-1
4.595862616E0,-2.300000004E-2,4.999999888E-3,4.359999895E-1,4.366348484E-1
4.600877385E0,4.000000190E-3,1.899999939E-2,5.040000081E-1,5.043738773E-1
4.605892158E0,-8.000000380E-3,4.999999888E-3,6.129999757E-1,6.130725652E-1
4.610906928E0,1.799999923E-2,-2.099999972E-2,4.900000095E-1,4.907800009E-1
4.615921697E0,-2.199999988E-2,-3.500000015E-2,2.039999962E-1,2.081465792E-1
4.620936490E0,-4.899999872E-2,-3.500000015E-2,9.499999881E-2,1.124766627E-1
4.625951259E0,-7.000000216E-3,-7.000000216E-3,2.450000048E-1,2.451999232E-1
4.630965940E0,-7.000000216E-3,3.299999982E-2,5.310000181E-1,5.320705021E-1
4.635980707E0,1.899999939E-2,6.000000052E-3,6.129999757E-1,6.133237075E-1
4.640995476E0,3.299999982E-2,-7.000000216E-3,2.310000062E-1,2.334502149E-1
4.646010274E0,-1.899999939E-2,-1.899999939E-2,-9.499999881E-2,9.872689465E-2
4.651025044E0,2.099999972E-2,-3.299999982E-2,-2.029999942E-1,2.067341230E-1
4.656039813E0,7.000000216E-3,-4.999999888E-3,1.630000025E-1,1.632268385E-1
4.661054582E0,1.999999955E-2,-1.899999939E-2,5.720000267E-1,5.726648501E-1
4.666069351E0,1.899999939E-2,7.000000216E-3,5.040000081E-1,5.044065901E-1
4.671084121E0,-6.100000069E-2,4.800000042E-2,2.590000033E-1,2.703812158E-1
4.676098661E0,-1.999999955E-2,1.999999955E-2,-1.220000014E-1,1.252357788E-1
4.681113428E0,-7.000000216E-3,-1.899999939E-2,-1.350000054E-1,1.365100781E-1
4.686128198E0,1.799999923E-2,-3.099999949E-2,1.089999974E-1,1.147431888E-1
4.691142967E0,8.600000292E-2,-3.099999949E-2,3.129999936E-1,3.260766726E-1
4.696157736E0,3.099999949E-2,8.999999613E-3,3.540000021E-1,3.554687068E-1
4.701172543E0,-8.000000380E-3,3.700000048E-2,9.499999881E-2,1.022643624E-1
4.706187313E0,-1.999999955E-2,3.400000185E-2,-1.080000028E-1,1.149782619E-1
4.711202017E0,-1.999999955E-2,7.000000216E-3,4.100000113E-2,4.615192388E-2
4.716216784E0,3.299999982E-2,-1.999999955E-2,2.310000062E-1,2.342007746E-1
4.721231553E0,1.899999939E-2,-1.999999955E-2,2.450000048E-1,2.465481744E-1
4.726246318E0,-1.899999939E-2,-3.099999949E-2,9.499999881E-2,1.017202031E-1
4.731261087E0,-1.899999939E-2,-4.000000190E-3,4.100000113E-2,4.536518567E-2
4.736275627E0,-1.899999939E-2,8.999999613E-3,2.179999948E-1,2.190114099E-1
4.741290395E0,2.099999972E-2,3.599999845E-2,2.720000148E-1,2.751745045E-1
4.746305164E0,-4.999999888E-3,3.400000185E-2,2.720000148E-1,2.741623755E-1
4.751319913E0,-4.999999888E-3,-6.000000052E-3,2.860000134E-1,2.861066368E-1
4.756334682E0,8.000000380E-3,-1.999999955E-2,9.499999881E-2,9.741149707E-2
4.761349451E0,8.000000380E-3,-1.999999955E-2,8.200000226E-2,8.478207570E-2
4.766364202E0,4.600000009E-2,-6.000000052E-3,1.089999974E-1,1.184609617E-1
4.771378971E0,3.200000152E-2,2.099999972E-2,2.179999948E-1,2.213345834E-1
4.776393665E0,4.999999888E-3,2.099999972E-2,3.269999921E-1,3.277117557E-1
4.781408438E0,3.200000152E-2,2.099999972E-2,2.039999962E-1,2.075596264E-1
4.786423207E0,-7.000000216E-3,-4.999999888E-3,1.500000060E-1,1.502464701E-1
4.791437966E0,1.899999939E-2,-1.899999939E-2,8.200000226E-2,8.629020990E-2
4.796452735E0,3.299999982E-2,-3.200000152E-2,5.400000140E-2,7.091544428E-2
4.801467505E0,4.999999888E-3,-3.200000152E-2,2.179999948E-1,2.203928261E-1
4.806482289E0,-1.899999939E-2,7.000000216E-3,2.039999962E-1,2.050024352E-1
4.811497058E0,-3.299999982E-2,3.500000015E-2,2.720000148E-1,2.762209406E-1
4.816511827E0,2.099999972E-2,7.000000216E-3,2.590000033E-1,2.599442281E-1
4.821526382E0,4.800000042E-2,-4.999999888E-3,9.499999881E-2,1.065551492E-1
4.826541149E0,1.899999939E-2,-2.999999933E-2,5.400000140E-2,6.462971521E-2
4.831555908E0,-7.000000216E-3,-2.999999933E-2,-3.999999911E-2,5.048762117E-2
4.836570677E0,-2.099999972E-2,-3.000000026E-3,6.800000370E-2,7.123201872E-2
4.841585447E0,-3.400000185E-2,2.300000004E-2,1.909999996E-1,1.953612039E-1
4.846600221E0,-6.000000052E-3,3.500000015E-2,1.770000011E-1,1.805270074E-1
4.851614990E0,-6.000000052E-3,2.099999972E-2,2.179999948E-1,2.190912999E-1
4.856629759E0,6.000000052E-3,2.099999972E-2,1.770000011E-1,1.783423684E-1
4.861644435E0,-1.999999955E-2,7.000000216E-3,1.909999996E-1,1.921717977E-1
4.866659202E0,-6.000000052E-3,-1.799999923E-2,2.310000062E-1,2.317779171E-1
4.871673952E0,-6.000000052E-3,-1.799999923E-2,4.100000113E-2,4.517742872E-2
4.876688721E0,-1.899999939E-2,8.999999613E-3,1.300000027E-2,2.471841372E-2
4.881703262E0,7.000000216E-3,8.999999613E-3,6.800000370E-2,6.894926032E-2
4.886718019E0,6.000000052E-3,2.099999972E-2,2.039999962E-1,2.051657828E-1
4.891732788E0,-1.999999955E-2,-6.000000052E-3,3.540000021E-1,3.546152866E-1
4.896747788E0,6.000000052E-3,-1.899999939E-2,2.310000062E-1,2.318577211E-1
4.901762340E0,-6.000000052E-3,-1.899999939E-2,1.089999974E-1,1.108061343E-1
4.906777107E0,1.899999939E-2,-4.999999888E-3,-6.700000167E-2,6.982120165E-2
4.911791871E0,1.799999923E-2,3.500000015E-2,-6.700000167E-2,7.770457005E-2
4.916806641E0,1.799999923E-2,4.800000042E-2,2.310000062E-1,2.366199545E-1
4.921821335E0,1.799999923E-2,4.800000042E-2,3.000000119E-1,3.043484962E-1
4.926836102E0,-1.999999955E-2,7.000000216E-3,2.450000048E-1,2.459146240E-1
4.931850948E0,-6.000000052E-3,-1.899999939E-2,2.700000070E-2,3.355592370E-2
4.936865720E0,-1.899999939E-2,7.000000216E-3,-1.490000039E-1,1.503695486E-1
4.941880402E0,-6.000000052E-3,-6.000000052E-3,-6.700000167E-2,6.753517768E-2
4.946895169E0,6.000000052E-3,6.000000052E-3,-2.600000054E-2,2.734958920E-2
4.951909914E0,-1.999999955E-2,1.999999955E-2,9.499999881E-2,9.912113669E-2
4.956924684E0,-7.000000216E-3,6.000000052E-3,4.100000113E-2,4.202380393E-2
4.961939453E0,-6.000000052E-3,6.000000052E-3,-1.300000027E-2,1.552417496E-2
4.966954007E0,6.000000052E-3,-6.000000052E-3,-1.300000027E-2,1.552417496E-2
4.971968775E0,3.299999982E-2,-3.299999982E-2,-1.080000028E-1,1.176520318E-1
4.976983544E0,6.000000052E-3,-3.299999982E-2,-8.100000024E-2,8.766983533E-2
4.981998342E0,-3.400000185E-2,-1.999999955E-2,-2.849999964E-1,2.877168714E-1
4.987013111E0,-3.200000152E-2,-6.000000052E-3,-2.849999964E-1,2.868536178E-1
4.992027876E0,8.000000380E-3,3.400000185E-2,-1.630000025E-1,1.667003328E-1
4.997042645E0,3.500000015E-2,4.800000042E-2,-5.400000140E-2,8.028075860E-2
5.002057414E0,2.199999988E-2,7.000000216E-3,1.300000027E-2,2.649528269E-2
5.007072108E0,1.999999955E-2,-2.999999933E-2,-1.759999990E-1,1.796552243E-1
5.012086876E0,-1.999999955E-2,-2.999999933E-2,-2.310000062E-1,2.337969264E-1
5.017101650E0,-6.000000052E-3,-3.000000026E-3,-1.899999976E-1,1.901183818E-1
5.022116419E0,3.400000185E-2,3.700000048E-2,-1.899999976E-1,1.965324382E-1
5.027131188E0,1.899999939E-2,5.999999866E-2,-2.600000054E-2,6.809552000E-2
5.032145920E0,-8.000000380E-3,4.600000009E-2,-5.400000140E-2,7.138627435E-2
5.037160689E0,-3.500000015E-2,-8.000000380E-3,-1.080000028E-1,1.138112500E-1
5.042175458E0,-7.000000216E-3,-3.500000015E-2,-1.080000028E-1,1.137453323E-1
5.047189965E0,2.999999933E-2,-3.299999982E-2,-2.989999950E-1,3.023077851E-1
5.052204732E0,5.700000003E-2,-3.200000152E-2,-2.310000062E-1,2.400708291E-1
5.057219501E0,1.600000076E-2,7.000000216E-3,-1.350000054E-1,1.361249480E-1
5.062234284E0,-2.400000021E-2,3.500000015E-2,4.100000113E-2,5.900847493E-2
5.067248979E0,-2.199999988E-2,7.000000216E-3,2.450000048E-1,2.460853558E-1
5.072263732E0,4.000000190E-3,-6.000000052E-3,1.089999974E-1,1.092382691E-1
5.077278501E0,-8.000000380E-3,-3.299999982E-2,-6.700000167E-2,7.511324928E-2
5.082293347E0,1.799999923E-2,-3.299999982E-2,-1.899999976E-1,1.936827278E-1
5.087308066E0,1.700000092E-2,-1.799999923E-2,-1.630000025E-1,1.648696480E-1
5.092322833E0,3.000000026E-3,8.000000380E-3,1.300000027E-2,1.555634961E-2
5.097337602E0,3.000000026E-3,4.899999872E-2,5.400000140E-2,7.297944934E-2
5.102352366E0,-9.999999776E-3,3.500000015E-2,1.360000074E-1,1.407870804E-1
5.107367136E0,2.800000086E-2,8.000000380E-3,1.220000014E-1,1.254272713E-1
5.112381910E0,1.400000043E-2,-4.999999888E-3,1.400000043E-2,2.042057842E-2
5.117396679E0,1.400000043E-2,-1.899999939E-2,1.400000043E-2,2.744084549E-2
5.122411448E0,2.800000086E-2,-1.899999939E-2,-6.700000167E-2,7.505997768E-2
5.127425984E0,0.000000000E0,7.000000216E-3,-2.600000054E-2,2.692582461E-2
5.132440751E0,-3.900000080E-2,1.999999955E-2,-5.400000140E-2,6.954854561E-2
5.137455520E0,-3.900000080E-2,1.999999955E-2,-5.400000140E-2,6.954854561E-2
5.142470294E0,-2.500000037E-2,-6.000000052E-3,1.630000025E-1,1.650151534E-1
5.147484989E0,1.400000043E-2,-3.099999949E-2,1.500000060E-1,1.538083280E-1
5.152499770E0,0.000000000E0,-2.999999933E-2,-2.600000054E-2,3.969886633E-2
5.157514539E0,-2.600000054E-2,-2.999999933E-2,-2.440000027E-1,2.472084168E-1
5.162529309E0,-5.400000140E-2,-3.099999949E-2,-2.169999927E-1,2.257564993E-1
5.167544102E0,-2.500000037E-2,8.999999613E-3,1.360000074E-1,1.385712886E-1
5.172558871E0,4.300000146E-2,2.199999988E-2,2.179999948E-1,2.232868062E-1
5.177573640E0,2.000000095E-3,8.999999613E-3,1.770000011E-1,1.772399514E-1
5.182588414E0,-3.799999878E-2,-3.099999949E-2,1.300000027E-2,5.073460242E-2
5.187603184E0,-3.500000015E-2,-2.899999917E-2,-1.899999976E-1,1.953612015E-1
5.192617724E0,-4.899999872E-2,-2.899999917E-2,-1.080000028E-1,1.220901324E-1
5.197632491E0,-8.000000380E-3,2.500000037E-2,-9.399999678E-2,9.759610351E-2
5.202647261E0,-2.199999988E-2,6.499999762E-2,-5.400000140E-2,8.732124504E-2
5.207662035E0,-1.999999955E-2,4.800000042E-2,1.300000027E-2,5.360037340E-2
5.212676804E0,-6.000000052E-3,7.000000216E-3,-3.999999911E-2,4.104875068E-2
5.217691577E0,-1.999999955E-2,-4.999999888E-3,1.300000027E-2,2.437211497E-2
5.222706347E0,1.999999955E-2,-4.999999888E-3,0.000000000E0,2.061552767E-2
5.227721116E0,1.899999939E-2,7.000000216E-3,-9.399999678E-2,9.615611980E-2
5.232735806E0,-2.099999972E-2,1.999999955E-2,-1.630000025E-1,1.655596593E-1
5.237750573E0,-3.500000015E-2,4.800000042E-2,-2.440000027E-1,2.511274604E-1
5.242765343E0,-3.500000015E-2,4.800000042E-2,-6.700000167E-2,8.954328715E-2
5.247780131E0,4.999999888E-3,1.899999939E-2,6.800000370E-2,7.078135686E-2
5.252794900E0,4.000000190E-3,4.999999888E-3,2.700000070E-2,2.774887454E-2
5.257809669E0,4.000000190E-3,-7.000000216E-3,-3.999999911E-2,4.080441071E-2
5.262824463E0,-8.000000380E-3,1.899999939E-2,-3.120000064E-1,3.126803544E-1
5.267839233E0,-1.999999955E-2,4.300000146E-2,-2.720000148E-1,2.761032563E-1
5.272853767E0,3.299999982E-2,7.000000030E-2,-2.029999942E-1,2.172510015E-1
5.277868535E0,3.299999982E-2,8.299999684E-2,-6.700000167E-2,1.116557195E-1
5.282883304E0,6.000000052E-3,5.600000173E-2,5.400000140E-2,7.802563903E-2
5.287898078E0,6.000000052E-3,2.700000070E-2,-2.600000054E-2,3.796050667E-2
5.292912847E0,-7.000000216E-3,0.000000000E0,-9.399999678E-2,9.426027476E-2
5.297927622E0,3.299999982E-2,0.000000000E0,-2.169999927E-1,2.194948674E-1
5.302942316E0,1.899999939E-2,2.600000054E-2,-3.400000036E-1,3.415215988E-1
5.307957102E0,-1.899999939E-2,3.700000048E-2,-2.029999942E-1,2.072172716E-1
5.312971871E0,7.000000216E-3,5.099999905E-2,-2.600000054E-2,5.767148285E-2
5.317986641E0,-3.299999982E-2,3.700000048E-2,8.200000226E-2,9.582275510E-2
5.323001404E0,7.000000216E-3,9.999999776E-3,1.220000014E-1,1.226091364E-1
5.328016173E0,4.500000179E-2,-3.000000026E-3,-1.220000014E-1,1.300692142E-1
5.333030942E0,1.700000092E-2,-4.399999976E-2,-1.899999976E-1,1.957677172E-1
5.338045712E0,-8.999999613E-3,-4.399999976E-2,-2.849999964E-1,2.885168937E-1
5.343060482E0,-2.300000004E-2,-1.600000076E-2,-1.080000028E-1,1.115750897E-1
5.348075021E0,-2.099999972E-2,2.199999988E-2,1.500000060E-1,1.530522844E-1
5.353089756E0,4.999999888E-3,3.500000015E-2,1.909999996E-1,1.942446907E-1
5.358104525E0,-2.099999972E-2,8.000000380E-3,9.499999881E-2,9.762171771E-2
5.363119294E0,-2.099999972E-2,-1.799999923E-2,-8.100000024E-2,8.559205570E-2
5.368134059E0,-7.000000216E-3,-4.300000146E-2,-8.100000024E-2,9.197282298E-2
5.373148829E0,-6.000000052E-3,-4.199999943E-2,8.200000226E-2,9.232551286E-2
5.378163523E0,6.000000052E-3,-1.499999966E-2,1.089999974E-1,1.101907411E-1
5.383178299E0,-4.699999839E-2,1.099999994E-2,1.220000014E-1,1.312021348E-1
5.388193068E0,-3.099999949E-2,2.300000004E-2,8.200000226E-2,9.063112237E-2
5.393207819E0,-1.700000092E-2,-3.000000026E-3,5.400000140E-2,5.669215274E-2
5.398222588E0,-1.700000092E-2,-3.099999949E-2,1.500000060E-1,1.541103559E-1
5.403237357E0,5.000000075E-2,-4.399999976E-2,8.200000226E-2,1.056409032E-1
5.408252126E0,3.400000185E-2,-4.100000113E-2,5.400000140E-2,7.584853571E-2
5.413266667E0,-6.000000052E-3,-4.100000113E-2,2.700000070E-2,4.945705340E-2
5.418281424E0,-1.999999955E-2,-2.700000070E-2,6.800000370E-2,7.584853672E-2
5.423296193E0,-1.999999955E-2,-1.400000043E-2,2.720000148E-1,2.730934053E-1
5.428310963E0,3.200000152E-2,-1.300000027E-2,2.590000033E-1,2.612929426E-1
5.433325732E0,4.000000190E-3,-3.999999911E-2,9.499999881E-2,1.031552214E-1
5.438340501E0,4.000000190E-3,-6.700000167E-2,-1.220000014E-1,1.392443915E-1
5.443355260E0,1.799999923E-2,-3.999999911E-2,-1.490000039E-1,1.553222491E-1
5.448370030E0,2.899999917E-2,-2.500000037E-2,9.499999881E-2,1.024255815E-1
5.453384800E0,2.899999917E-2,2.000000095E-3,2.450000048E-1,2.467184677E-1
5.458399498E0,2.000000095E-3,2.899999917E-2,2.179999948E-1,2.199295289E-1
5.463414265E0,-1.099999994E-2,-1.099999994E-2,9.499999881E-2,9.626525734E-2
5.468429030E0,1.400000043E-2,-3.599999845E-2,-1.350000054E-1,1.404172402E-1
5.473443570E0,1.000000047E-3,-3.500000015E-2,-8.100000024E-2,8.824398024E-2
5.478458347E0,5.499999970E-2,-2.199999988E-2,0.000000000E0,5.923681256E-2
5.483473117E0,4.100000113E-2,-8.000000380E-3,2.700000070E-2,4.973932184E-2
5.488488117E0,0.000000000E0,4.000000190E-3,4.100000113E-2,4.119466099E-2
5.493502662E0,1.400000043E-2,4.000000190E-3,-8.100000024E-2,8.229823845E-2
5.498517429E0,1.400000043E-2,-8.000000380E-3,6.800000370E-2,6.988562456E-2
5.503532198E0,8.200000226E-2,-8.000000380E-3,9.499999881E-2,1.257497521E-1
5.508546958E0,3.799999878E-2,-8.000000380E-3,2.700000070E-2,4.729693384E-2
5.513561652E0,-1.499999966E-2,-3.500000015E-2,-1.300000027E-2,4.023679917E-2
5.518576501E0,-2.899999917E-2,-8.000000380E-3,-8.100000024E-2,8.640601829E-2
5.523591272E0,-4.199999943E-2,4.999999888E-3,0.000000000E0,4.229657139E-2
5.528606042E0,2.300000004E-2,2.999999933E-2,1.089999974E-1,1.153689707E-1
5.533620739E0,5.000000075E-2,2.999999933E-2,1.400000043E-2,5.996665779E-2
5.538635506E0,2.300000004E-2,-2.400000021E-2,1.400000043E-2,3.606937793E-2
5.543650275E0,8.999999613E-3,-3.700000048E-2,-1.620000005E-1,1.664151441E-1
5.548665044E0,-5.400000140E-2,-3.500000015E-2,-1.630000025E-1,1.752426917E-1
5.553679847E0,-3.999999911E-2,-7.000000216E-3,-6.700000167E-2,7.834539013E-2
5.558694387E0,-1.300000027E-2,1.899999939E-2,1.400000043E-2,2.694438709E-2
5.563709155E0,-3.999999911E-2,6.000000052E-3,1.360000074E-1,1.418872860E-1
5.568723938E0,-2.500000037E-2,-7.000000216E-3,6.800000370E-2,7.278736514E-2
5.573738707E0,-5.200000107E-2,6.000000052E-3,6.800000370E-2,8.581375539E-2
5.578753467E0,-2.400000021E-2,-7.000000216E-3,2.700000070E-2,3.679673968E-2
5.583768237E0,-1.099999994E-2,-6.000000052E-3,-8.100000024E-2,8.196340670E-2
5.588783006E0,-4.800000042E-2,6.000000052E-3,-6.700000167E-2,8.263776536E-2
5.593797714E0,-3.400000185E-2,1.899999939E-2,-1.080000028E-1,1.148085393E-1
5.598812481E0,-4.800000042E-2,1.899999939E-2,-3.999999911E-2,6.530696705E-2
5.603827251E0,-1.999999955E-2,-7.000000216E-3,5.400000140E-2,5.800862122E-2
5.608842011E0,1.799999923E-2,-3.200000152E-2,2.700000070E-2,4.557411664E-2
5.613856780E0,-8.000000380E-3,-3.099999949E-2,8.200000226E-2,8.802840647E-2
5.618871549E0,-8.000000380E-3,-3.099999949E-2,0.000000000E0,3.201562079E-2
5.623886338E0,-4.899999872E-2,8.000000380E-3,-6.700000167E-2,8.339064758E-2
