"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.539566722E0,5.103839561E-3,7.219970226E-3,7.966041565E-3,1.190104897E-2
4.544559118E0,2.405001968E-2,-4.553794861E-5,5.303001404E-2,5.822875500E-2
4.549551566E0,7.201870903E-3,-3.338140249E-2,9.823799133E-3,3.553437781E-2
4.554544014E0,-4.754799884E-3,-2.145826817E-3,2.441406250E-4,5.222288704E-3
4.559551149E0,-2.373849973E-2,9.928286076E-3,1.925754547E-2,3.213938847E-2
4.564543597E0,1.212476566E-2,7.596671581E-3,-2.840518951E-2,3.180525354E-2
4.569536045E0,-2.251848578E-3,2.181059122E-2,3.395080566E-4,2.192915815E-2
4.574528441E0,2.550370991E-3,7.296860218E-3,-6.793975830E-3,1.029109658E-2
4.579520889E0,8.326547686E-5,1.201111078E-2,1.939487457E-2,2.281304178E-2
4.584513337E0,6.360275438E-5,7.132589817E-3,3.348445892E-2,3.423575430E-2
4.589502972E0,-1.896356419E-2,-2.456367016E-3,4.270648956E-2,4.679203732E-2
4.594495420E0,-2.195742447E-3,-2.411901951E-3,3.047370911E-2,3.064776505E-2
4.599487816E0,1.928612590E-2,1.896065474E-2,-1.491737366E-2,3.088671425E-2
4.604480264E0,9.703611955E-3,-4.928708076E-3,-2.904415131E-2,3.101636622E-2
4.609472712E0,-9.243091568E-3,6.962656975E-3,-2.405261993E-2,2.669160654E-2
4.614465160E0,-4.379234277E-3,-2.573490143E-3,-1.197338104E-2,1.300624458E-2
4.619457035E0,1.221571118E-2,1.404929161E-2,1.900672913E-2,2.660567508E-2
4.624449483E0,1.917358302E-2,1.147794724E-2,2.214431763E-3,2.245602962E-2
4.629441930E0,-4.702441394E-3,1.610600948E-2,2.194404602E-3,1.692134475E-2
4.634434326E0,-1.646396704E-2,-7.810950279E-3,1.642704010E-2,2.453407429E-2
4.639426774E0,-1.872465573E-2,-5.397677422E-3,-7.466316223E-3,2.086848178E-2
4.644419222E0,-9.040841833E-3,-5.380034447E-3,-4.066467285E-2,4.200353806E-2
4.649414535E0,2.944580745E-3,-2.199137211E-2,-6.408214569E-2,6.781454416E-2
4.654406983E0,7.597423624E-3,-7.582247257E-3,-2.554130554E-2,2.770504662E-2
4.659399430E0,1.933810860E-2,1.858448982E-2,8.001327515E-4,2.683255334E-2
4.664391826E0,-2.830479667E-2,8.848786354E-3,3.642177582E-2,4.696816249E-2
4.669384274E0,4.253064690E-4,6.320774555E-3,9.983062744E-3,1.182347742E-2
4.674376722E0,1.703155227E-2,-5.542057753E-2,-3.998279572E-2,7.042824816E-2
4.679368285E0,-2.075552940E-3,-2.172857523E-2,-4.202651978E-2,4.735680802E-2
4.684360733E0,3.050707164E-4,1.173400879E-2,-1.554393768E-2,1.947803966E-2
4.689353180E0,2.662477084E-3,7.011830807E-3,-1.540565491E-2,1.713443196E-2
4.694345576E0,1.449901052E-2,4.653155804E-3,2.036094666E-2,2.542521020E-2
4.699338024E0,9.714207612E-3,-2.149254084E-2,8.316040039E-3,2.500903163E-2
4.704330472E0,7.392779924E-3,-2.285122871E-3,1.775074005E-2,1.936398084E-2
4.709322868E0,1.686908118E-2,2.508938313E-3,-1.565265656E-2,2.314878677E-2
4.714315316E0,-9.318687022E-3,1.914077997E-2,3.674125671E-2,4.246324682E-2
4.719307764E0,-2.821295522E-2,9.503126144E-3,2.693557739E-2,4.014729852E-2
4.724300160E0,5.308676511E-3,-4.805326462E-3,-1.793861389E-3,7.381811931E-3
4.729292608E0,-4.253300838E-3,-2.606981993E-2,5.352973938E-3,2.695144540E-2
4.734285055E0,2.790478291E-3,-1.157534122E-2,3.381633759E-2,3.585135955E-2
4.739296462E0,-4.375032615E-3,9.873509407E-3,3.115653992E-2,3.297509785E-2
4.744288910E0,-1.855265722E-2,1.689046621E-2,9.515762329E-3,2.683353632E-2
4.749281305E0,-3.742469847E-2,-1.178413630E-2,3.556537628E-2,5.295630193E-2
4.754273753E0,-3.001194634E-2,-9.235024452E-3,2.814769745E-2,4.216984078E-2
4.759266201E0,-2.259946801E-2,9.818911552E-3,-5.285739899E-2,5.831853570E-2
4.764258649E0,-8.224852383E-3,-2.592337132E-2,-1.203441620E-2,2.974048672E-2
4.769248441E0,1.795564219E-2,2.874433994E-3,-5.245208740E-5,1.818433965E-2
4.774240889E0,-1.298886165E-2,-6.627678871E-3,2.132987976E-2,2.583796480E-2
4.779233285E0,-3.660361096E-2,-2.803099155E-2,2.352333069E-2,5.175816757E-2
4.784225733E0,-1.246285625E-2,3.211200237E-3,3.046226501E-2,3.306938437E-2
4.789218180E0,-5.152033176E-3,3.157079220E-3,8.827209473E-3,1.069720628E-2
4.794210628E0,-3.290228778E-4,2.453464270E-2,-1.975154877E-2,3.149889882E-2
4.799206826E0,2.811995149E-2,1.247644424E-2,-2.671146393E-2,4.074181682E-2
4.804199222E0,1.836788282E-2,-1.853686571E-2,1.389312744E-2,2.956371931E-2
4.809191670E0,-1.020789705E-2,-4.259228706E-3,2.089595795E-2,2.364282661E-2
4.814184118E0,8.807765320E-3,7.626593113E-3,1.121711731E-2,1.617298282E-2
4.819176566E0,-3.107553348E-3,-9.041726589E-3,3.488159180E-2,3.616815110E-2
4.824169014E0,-1.730249822E-2,7.635056973E-3,1.083374023E-2,2.179542308E-2
4.829154587E0,-2.971935086E-3,1.472193003E-2,-3.914070129E-2,4.192328851E-2
4.834147035E0,2.078585513E-2,5.121111870E-3,-4.356288910E-2,4.853867393E-2
4.839139430E0,1.109152008E-2,9.750783443E-3,-2.895164490E-2,3.250072826E-2
4.844131878E0,1.491494128E-3,-9.310781956E-3,1.880168915E-2,2.103375217E-2
4.849124326E0,1.463476918E-3,-4.560828209E-3,3.764438629E-2,3.794789504E-2
4.854116774E0,2.053593658E-2,2.008676529E-4,1.832485199E-2,2.752390306E-2
4.859113962E0,-8.061215281E-3,4.768258333E-2,-5.585670471E-3,4.868071137E-2
4.864106358E0,-1.276070718E-2,-1.213061810E-2,2.296638489E-2,2.893859668E-2
4.869098805E0,-3.162966296E-2,1.164710522E-2,-2.236557007E-2,4.045132091E-2
4.874091253E0,6.620164961E-3,4.002910852E-2,-2.218151093E-2,4.624041025E-2
4.879083701E0,5.168123543E-2,6.410658360E-3,4.451751709E-2,6.851172136E-2
4.884076149E0,3.720832290E-3,-7.923364639E-3,2.513980865E-2,2.662018556E-2
4.889070733E0,-1.295792125E-2,3.992974758E-3,2.730369568E-2,3.048513356E-2
4.894063180E0,-1.761998981E-2,1.586139202E-2,-3.804206848E-3,2.401082647E-2
4.899055576E0,-1.986767165E-2,-3.302395344E-3,-2.515316010E-2,3.222284368E-2
4.904048024E0,-2.986235544E-3,3.875732422E-3,-1.781558990E-2,1.847523067E-2
4.909040472E0,-2.880992368E-3,-2.453631163E-2,-1.290702820E-2,2.787332205E-2
4.914032920E0,1.923093339E-3,1.132518053E-2,2.996158600E-2,3.208823207E-2
4.919024743E0,1.613794453E-2,4.076838493E-3,1.783275604E-2,2.439387329E-2
4.924017191E0,2.311109751E-2,-1.261329651E-2,3.668689728E-2,4.515690987E-2
4.929009587E0,-1.748798601E-2,-1.021134853E-2,3.119468689E-3,2.048981158E-2
4.934002035E0,-7.324654725E-4,1.724064350E-3,1.021766663E-2,1.038795528E-2
4.938994483E0,-6.906038034E-4,-1.489508152E-2,-3.500080109E-2,3.804466406E-2
4.943986930E0,4.149964545E-3,-5.193412304E-3,-2.045154572E-2,2.150487059E-2
4.948975264E0,1.132566202E-2,-2.699255943E-3,5.854606628E-3,1.303199991E-2
4.953967712E0,2.309337258E-2,1.392459869E-2,8.179664612E-3,2.817987259E-2
4.958960108E0,3.476301953E-2,-4.206895828E-4,1.523971558E-2,3.795910217E-2
4.963952555E0,-1.079374226E-3,-3.932118416E-4,5.613327026E-3,5.729668802E-3
4.968945003E0,3.713078098E-3,9.084880352E-3,3.407096863E-2,3.545635209E-2
4.973937451E0,1.445075264E-3,2.561050653E-2,1.002979279E-2,2.754238608E-2
4.978926410E0,-1.991107129E-2,-7.836401463E-3,-3.993797302E-2,4.530895758E-2
4.983918858E0,-1.263750996E-2,-1.487374306E-2,-3.485202789E-2,3.994494635E-2
4.988911253E0,1.363109611E-2,-9.974718094E-3,-3.678321838E-3,1.728675313E-2
4.993903701E0,-1.965290681E-2,-4.168152809E-4,1.297950745E-2,2.355585053E-2
4.998896149E0,-5.038073286E-4,1.148831844E-2,2.237606049E-2,2.515796823E-2
5.003888597E0,2.561232820E-2,1.844048500E-2,2.693653107E-2,4.149240351E-2
5.008884170E0,2.072823234E-2,3.018850088E-2,-1.129436493E-2,3.832189819E-2
5.013876618E0,8.812904358E-3,2.520984411E-2,-5.871009827E-2,6.449867566E-2
5.018869014E0,1.827399060E-2,3.643929958E-3,-2.971172333E-2,3.507140518E-2
5.023861462E0,3.698817454E-3,6.013095379E-3,-9.565353394E-4,7.124150928E-3
5.028853910E0,1.542399544E-2,3.206652403E-2,2.993106842E-2,4.649763925E-2
5.033846358E0,2.488134429E-2,-2.281409502E-2,5.106353760E-2,6.121314481E-2
5.038835785E0,5.756755825E-3,-2.740246058E-2,3.638267517E-2,4.591006573E-2
5.043828233E0,1.291913539E-2,3.680527210E-3,-1.143264771E-2,1.763960808E-2
5.048820628E0,-3.836265765E-3,1.349687576E-3,-8.956909180E-3,9.836910777E-3
5.053813076E0,-1.570096239E-2,6.113529205E-3,-4.688930511E-2,4.982471669E-2
5.058805524E0,-1.339248498E-3,-4.157829285E-2,-2.750301361E-2,4.986946742E-2
5.063797972E0,-1.322812680E-2,-3.170561790E-2,3.211593628E-2,4.702832028E-2
5.068793337E0,1.304204203E-2,-1.959109306E-2,1.284217834E-2,2.681095546E-2
5.073785785E0,-1.559206657E-2,2.330446243E-2,1.035785675E-2,2.989139852E-2
5.078778180E0,-1.067530178E-2,1.833176613E-2,-8.733749390E-3,2.294110058E-2
5.083770628E0,8.446963504E-3,1.728296280E-3,-1.815223694E-2,2.009581813E-2
5.088763076E0,3.606521757E-3,-7.764220238E-3,-3.462791443E-2,3.567047200E-2
5.093755524E0,3.216327354E-2,4.202187061E-3,-6.521892548E-2,7.283984336E-2
5.098743024E0,-3.753396217E-3,2.071732283E-2,2.559089661E-2,3.313894140E-2
5.103735472E0,8.191321976E-3,1.513004303E-3,3.012657166E-2,3.125695535E-2
5.108727868E0,-1.085223630E-2,-9.025335312E-4,1.086902618E-2,1.538575087E-2
5.113720316E0,-3.551454516E-3,-5.673408508E-3,1.077651978E-2,1.268596751E-2
5.118712764E0,1.261594356E-3,-9.024739265E-4,5.934715271E-3,6.134078974E-3
5.123705212E0,-8.270044811E-3,6.307065487E-3,1.776695251E-2,2.058730963E-2
5.128703180E0,1.559004094E-2,-7.974743843E-3,-2.989006042E-2,3.464190567E-2
5.133695576E0,1.554385666E-2,-5.508720875E-3,-1.538562775E-2,2.255382510E-2
5.138688024E0,-1.063285396E-2,8.814394474E-3,-5.753517151E-3,1.496175433E-2
5.143680420E0,3.690002952E-3,-1.736599207E-2,3.468036652E-2,3.896051365E-2
5.148672868E0,-2.956926823E-2,1.363331079E-2,4.626655579E-2,5.657563938E-2
5.153665264E0,-4.354370385E-2,-5.614638329E-3,4.349803925E-2,6.180337958E-2
5.158661045E0,-1.469337754E-2,1.634180546E-3,-3.287696838E-2,3.604803656E-2
5.163653441E0,-2.712222980E-3,-2.675914764E-2,-3.734588623E-2,4.602307415E-2
5.168645889E0,1.170207560E-2,-1.231026649E-2,-2.278327942E-2,2.841758356E-2
5.173638285E0,2.103975974E-2,-1.450788975E-2,-2.021312714E-2,3.258405843E-2
5.178630733E0,3.504394740E-2,2.265810966E-3,2.984333038E-2,4.608510081E-2
5.183623128E0,3.953663167E-3,4.646480083E-3,6.047916412E-2,6.078610468E-2
5.188613545E0,-5.446387921E-3,-2.546191216E-3,7.185077667E-2,7.210187473E-2
5.193605941E0,-5.317254923E-3,1.159811020E-2,-1.189994812E-2,1.744700907E-2
5.198598389E0,-5.240560044E-3,6.723046303E-3,-4.268550873E-2,4.352832959E-2
5.203590837E0,-2.785590012E-3,6.742358208E-3,-3.757381439E-2,3.827545472E-2
5.208583233E0,4.451352172E-3,-5.116164684E-3,1.500606537E-2,1.646729107E-2
5.213575628E0,2.340296097E-2,-5.049526691E-3,5.289173126E-2,5.805800150E-2
5.218537868E0,1.363923308E-2,1.154303551E-2,2.631568909E-2,3.180858123E-2
5.223530264E0,1.118241902E-2,-5.609393120E-4,1.183414459E-2,1.629135128E-2
5.228522712E0,-7.013317081E-4,-1.008576155E-2,-1.677227020E-2,1.958375602E-2
5.233515108E0,4.084595013E-3,-1.710432768E-2,-3.325939178E-2,3.762218871E-2
5.238507555E0,-1.249783952E-2,-9.759843349E-3,-6.623458862E-2,6.810632324E-2
5.243500003E0,-1.954265684E-2,-1.524090767E-4,1.033592224E-2,2.210814224E-2
5.248518910E0,1.855469681E-2,-7.253587246E-3,1.737880707E-2,2.643698615E-2
5.253511305E0,1.600894332E-2,1.178377867E-2,1.248073578E-2,2.347152469E-2
5.258503753E0,6.354411133E-3,-2.640175819E-2,3.850364685E-2,4.711647480E-2
5.263496149E0,1.336111501E-2,-2.620911598E-2,4.055690765E-2,5.010289326E-2
5.268488597E0,2.035403065E-2,-3.546881676E-2,3.071784973E-2,5.114596581E-2
5.273480993E0,-1.265761675E-3,4.838109016E-4,9.935474396E-2,9.936398428E-2
5.278477139E0,1.060348470E-2,2.431064844E-2,1.222867966E-1,1.251299410E-1
5.283469535E0,-8.405409753E-3,-4.243433475E-2,1.070127487E-1,1.154255261E-1
5.288461983E0,-1.282492769E-3,-1.613134146E-2,1.773748398E-1,1.781114784E-1
5.293454378E0,-1.095047779E-2,7.731080055E-3,2.946710587E-1,2.949757878E-1
5.298446826E0,-2.765440941E-2,-2.329415083E-2,4.228649139E-1,4.244079632E-1
5.303439222E0,8.090659045E-3,-6.447255611E-3,3.860855103E-1,3.862240892E-1
5.308431566E0,-1.094863098E-2,3.132641315E-3,3.163547516E-1,3.165596544E-1
5.313423962E0,1.104183611E-3,-2.537584305E-2,2.852144241E-1,2.863431863E-1
5.318416462E0,-1.312579401E-2,-2.049219608E-2,3.303432465E-1,3.312383991E-1
5.323408805E0,-3.588141641E-3,9.279847145E-4,4.344816208E-1,4.344974277E-1
5.328401253E0,-2.273944020E-2,1.989716291E-2,5.092515945E-1,5.101472001E-1
5.333393649E0,-1.311496738E-2,-2.057719231E-2,4.978866577E-1,4.984842496E-1
5.338377660E0,3.458896652E-2,-1.087951660E-2,4.486036301E-1,4.500666366E-1
5.343370003E0,1.300833561E-2,-8.492350578E-3,3.854722977E-1,3.857852111E-1
5.348397608E0,-8.495692164E-3,-1.087677479E-2,3.181142807E-1,3.184135308E-1
5.353348701E0,-1.167058363E-3,-2.026438713E-2,2.275714874E-1,2.284749205E-1
5.358340993E0,1.091106981E-2,-3.675180674E-2,1.852884293E-1,1.892129720E-1
5.363333441E0,2.499929629E-2,-1.509314775E-2,2.573843002E-1,2.590356075E-1
5.368325889E0,1.268771943E-2,6.436586380E-3,3.692665100E-1,3.695404758E-1
5.373318285E0,3.164027119E-3,4.134774208E-3,2.402944565E-1,2.403508545E-1
5.378310733E0,-1.557583921E-2,4.227757454E-3,-7.051944733E-2,7.234274775E-2
5.383303128E0,-5.749622360E-3,-1.241213083E-2,-9.606170654E-2,9.703077148E-2
5.388310785E0,-5.824448541E-3,-4.068017006E-4,-2.636814117E-2,2.700682427E-2
5.393303180E0,-5.743356887E-3,-7.505953312E-3,1.898860931E-2,2.121067578E-2
5.398295628E0,-5.508018658E-3,-1.914203167E-2,-2.154254913E-2,2.934002504E-2
5.403288076E0,1.130247954E-2,2.380126715E-2,-5.461883545E-2,6.064209386E-2
5.408280472E0,1.123745553E-2,3.080528975E-2,-9.216785431E-2,9.782719280E-2
5.413272868E0,8.904088289E-3,2.354937792E-2,-1.887874603E-1,1.904588175E-1
5.418264274E0,-1.711025462E-2,1.149958372E-2,-2.370986938E-1,2.379932601E-1
5.423256670E0,-5.005829036E-3,1.977264881E-3,-2.232408524E-1,2.233057233E-1
5.428249118E0,9.318254888E-3,2.574032545E-2,-1.928720474E-1,1.948050844E-1
5.433241514E0,1.877867058E-2,4.170060158E-3,-1.437511444E-1,1.450324770E-1
5.438233962E0,2.029333729E-3,6.534993649E-3,-1.401758194E-1,1.403427400E-1
5.443226358E0,1.624319702E-2,4.129111767E-3,-1.983947754E-1,1.991014262E-1
5.448217347E0,1.851588115E-2,3.964877129E-2,-1.777420044E-1,1.830494006E-1
5.453209743E0,-2.430385910E-2,1.558703184E-2,-1.810102463E-1,1.832985062E-1
5.458202191E0,2.065478126E-3,1.083332300E-2,-2.246284485E-1,2.248990150E-1
5.463194587E0,-9.745375253E-3,1.789367199E-2,-2.108774185E-1,2.118594852E-1
5.468187035E0,-5.138290115E-3,5.787849426E-3,-1.331081390E-1,1.333329588E-1
5.473179430E0,1.858932711E-2,5.660653114E-3,-6.548881531E-2,6.831098745E-2
5.478172035E0,2.786260657E-2,3.107428551E-3,-4.832267761E-2,5.586646694E-2
5.483164430E0,1.573707163E-2,3.398758173E-2,-7.167339325E-2,8.086956433E-2
5.488156878E0,-1.038606931E-2,5.118906498E-3,-1.494731903E-1,1.499210067E-1
5.493149274E0,-1.982070878E-2,-6.725847721E-3,-1.505985260E-1,1.520460902E-1
5.498141722E0,-5.479624495E-3,-3.277665377E-2,-1.255855560E-1,1.299079182E-1
5.503134118E0,-1.976449229E-2,-3.490650654E-2,-8.415699005E-2,9.322820565E-2
5.508128180E0,3.026746400E-2,-3.657996655E-3,-6.682205200E-2,7.344853266E-2
5.513120576E0,-1.746304519E-2,1.147568226E-3,-1.637744904E-2,2.396863987E-2
5.518113024E0,4.043289926E-3,-1.092159748E-2,-6.613922119E-2,6.715672762E-2
5.523105420E0,-5.408591591E-3,-1.080650091E-2,-1.107206345E-1,1.113781497E-1
5.528097868E0,-7.600223646E-3,-2.489411831E-2,-1.549282074E-1,1.570994270E-1
5.533090264E0,-2.893574536E-2,-1.516044140E-2,-1.797666550E-1,1.827106088E-1
5.538085524E0,1.885200292E-2,-3.183841705E-3,-1.806459427E-1,1.816548691E-1
5.543077920E0,-7.506489288E-3,-1.506239176E-2,-1.292562485E-1,1.303472316E-1
5.548070368E0,1.861989312E-2,4.091441631E-3,-6.641292572E-2,6.909498547E-2
5.553062764E0,-5.258196965E-3,8.781015873E-3,-1.157474518E-1,1.161990855E-1
5.558055212E0,-1.458455995E-2,1.348292828E-2,-1.884231567E-1,1.894671073E-1
5.563047608E0,-2.377839759E-2,6.216585636E-3,-2.533693314E-1,2.545585909E-1
5.568030733E0,-1.404571719E-2,1.083719730E-2,-2.037525177E-1,2.045233862E-1
5.573023128E0,-1.870212890E-2,-3.533780575E-3,-2.044324875E-1,2.053165828E-1
5.578015576E0,2.419102006E-2,1.314836740E-2,-1.813468933E-1,1.834251366E-1
5.583007972E0,-4.532626364E-3,1.133739948E-3,-1.679601669E-1,1.680251402E-1
5.588000420E0,3.434219398E-4,1.148283482E-3,-1.784362793E-1,1.784403045E-1
5.592992816E0,2.423113026E-2,1.784288883E-2,-1.460628510E-1,1.491303885E-1
5.597960837E0,-9.196073748E-3,1.191556454E-3,-2.042255402E-1,2.044359529E-1
5.602953233E0,1.467172336E-2,1.303195953E-2,-2.262802124E-1,2.271295356E-1
5.607945680E0,-6.797983777E-3,8.093595505E-3,-2.006444931E-1,2.009227003E-1
5.612938076E0,9.868458845E-3,1.037430763E-2,-1.490869522E-1,1.497729350E-1
5.617930524E0,1.452171430E-2,7.936298847E-3,-5.044555664E-2,5.309066971E-2
5.622922972E0,1.438511722E-2,7.842779160E-3,-8.090877533E-2,8.255101882E-2
5.627944378E0,-1.652913168E-2,7.853209972E-3,-6.360149384E-2,6.618183375E-2
5.632936774E0,-9.232396260E-3,2.449184656E-2,-1.343326569E-1,1.368588703E-1
5.637929222E0,-1.614702307E-2,2.880513668E-3,-1.640968323E-1,1.649145054E-1
5.642921618E0,6.486698985E-4,-4.297435284E-3,-1.104698181E-1,1.105552777E-1
5.647914066E0,1.730777696E-2,2.184194326E-2,-1.048011780E-1,1.084431489E-1
5.652906462E0,-8.982941508E-3,-2.122819424E-3,-5.879402161E-2,5.951417123E-2
5.657867191E0,2.906496637E-3,3.112512827E-2,-1.317119598E-2,3.392199487E-2
5.662859587E0,-4.211976193E-3,-4.363059998E-5,-2.494049072E-2,2.529368942E-2
5.667852035E0,-8.844274096E-3,-2.394735813E-3,-6.511497498E-2,6.575648949E-2
5.672844430E0,-6.304603070E-3,4.724383354E-3,-8.120250702E-2,8.158379106E-2
5.677836878E0,7.927518338E-3,-9.595572948E-3,-1.161603928E-1,1.168253286E-1
5.682829326E0,1.734803431E-2,-4.076957703E-5,-1.104431152E-1,1.117973061E-1
5.687859014E0,2.882875269E-3,-1.896888018E-2,-9.288883209E-2,9.484969432E-2
5.692851410E0,-2.096676454E-2,-4.636168480E-3,-2.085304260E-2,2.993240149E-2
5.697843858E0,6.167651154E-4,-1.185411215E-2,3.067970276E-3,1.226021271E-2
5.702836253E0,-1.840823889E-2,1.445084810E-2,-4.446411133E-2,5.024686524E-2
5.707828701E0,-1.574098691E-2,1.524686813E-4,-1.319837570E-1,1.329192011E-1
5.712821097E0,-1.225048909E-3,1.200157404E-2,-1.760206223E-1,1.764335512E-1
5.717785941E0,1.781825908E-2,1.197642088E-2,-1.555442810E-1,1.570189427E-1
5.722778337E0,1.047295239E-2,-1.190602779E-2,-7.585811615E-2,7.749767748E-2
5.727770785E0,-8.692204952E-3,-4.707455635E-3,-6.334972382E-2,6.411631675E-2
5.732763180E0,-1.508710673E-3,1.430875063E-2,-4.381942749E-2,4.612113158E-2
5.737755628E0,-1.809257083E-2,-2.466499805E-3,-5.295848846E-2,5.601808851E-2
5.742748024E0,-2.498820052E-2,-9.775161743E-5,-1.261606216E-1,1.286115165E-1
5.747745733E0,-1.287329942E-2,-1.242756844E-4,-1.274871826E-1,1.281355494E-1
5.752738128E0,-1.045728289E-2,2.276182175E-3,-8.841419220E-2,8.905955958E-2
5.757730576E0,1.332182065E-2,9.356498718E-3,-4.491901398E-2,4.777795297E-2
5.762722972E0,1.076171920E-2,-9.753108025E-3,2.909564972E-2,3.251914127E-2
5.767715420E0,3.574366914E-3,2.360963821E-2,-1.628112793E-2,2.890097303E-2
5.772707868E0,-8.147052489E-3,2.576106787E-2,-1.614761353E-2,3.147622125E-2
5.777700420E0,-3.189899260E-3,-1.718938351E-2,-4.926872253E-2,5.227865131E-2
5.782692816E0,1.345327497E-2,-9.946942329E-3,-2.985572815E-2,3.422421325E-2
5.787685264E0,-5.729924422E-3,3.746563196E-2,4.639816284E-2,5.991072631E-2
5.792677660E0,2.280872129E-2,2.282154560E-2,3.650379181E-2,4.871947790E-2
5.797670108E0,1.310094167E-2,-8.277952671E-3,5.520248413E-2,5.733649298E-2
5.802662503E0,5.894097034E-3,-2.966731787E-2,8.561992645E-2,9.080562722E-2
5.807647191E0,-1.328056492E-2,-1.514303684E-2,1.039123535E-1,1.058464085E-1
5.812639587E0,-1.080991328E-2,-1.494163275E-2,7.692050934E-2,7.910038793E-2
5.817632035E0,2.985040843E-2,-1.004207134E-2,2.164363861E-2,3.821435820E-2
5.822624430E0,2.963735908E-2,-2.859055996E-3,3.808975220E-2,4.834642155E-2
5.827616878E0,1.026799995E-2,1.851725578E-2,6.627655029E-2,6.957658876E-2
5.832609326E0,6.647238042E-4,-7.795274258E-3,1.132335663E-1,1.135035184E-1
5.837610368E0,-1.355827041E-2,-6.824731827E-4,1.265382767E-1,1.272644017E-1
5.842602764E0,-1.108868979E-2,-2.693754435E-2,1.516056061E-1,1.543789174E-1
5.847595212E0,1.511230879E-2,-6.607770920E-4,1.384601593E-1,1.392840056E-1
5.852587608E0,-2.773758583E-2,1.827043295E-2,8.266448975E-2,8.908759876E-2
5.857580055E0,-2.266835608E-2,-3.340244293E-3,8.197116852E-2,8.511336010E-2
5.862572451E0,-1.019349089E-3,-2.001982927E-2,3.377246857E-2,3.927355688E-2
5.867582660E0,1.559888944E-2,3.771960735E-3,5.961322784E-2,6.173564589E-2
5.872575055E0,-1.067759376E-2,-1.529109478E-2,1.446342468E-1,1.458317316E-1
5.877567503E0,6.024567410E-3,-1.519095898E-2,1.339254379E-1,1.349188036E-1
5.882559899E0,-1.056735869E-2,-3.265321255E-3,6.628990173E-2,6.720626804E-2
5.887552347E0,-2.464210242E-2,-3.265559673E-3,6.346702576E-3,2.565497467E-2
5.892544795E0,4.102055915E-3,-2.702111006E-2,-2.221393585E-2,3.521968480E-2
5.897539587E0,8.851318620E-3,-2.217489481E-2,4.093170166E-3,2.422448850E-2
5.902531983E0,1.113751344E-2,-6.377100945E-4,3.256416321E-2,3.442202210E-2
5.907524430E0,-1.753539965E-2,2.784669399E-2,3.704166412E-2,4.954809268E-2
5.912516826E0,1.584929414E-2,1.456379890E-3,3.673076630E-2,4.003086759E-2
5.917509274E0,1.602362841E-3,-8.560419083E-4,-3.953933716E-3,4.351317761E-3
5.922501670E0,6.475080736E-3,8.728563786E-3,-2.292060852E-2,2.536668664E-2
5.927489691E0,-5.424236879E-3,8.577227592E-3,-6.311893463E-2,6.392957913E-2
5.932482087E0,-1.727568172E-2,-2.472782135E-2,-8.872127533E-2,9.370901250E-2
5.937474535E0,-1.002068724E-2,3.957271576E-3,-9.273529053E-2,9.335902892E-2
5.942466930E0,-5.153754726E-3,3.999590874E-3,-7.770442963E-2,7.797779362E-2
5.947459378E0,-1.695952006E-2,-1.268982887E-2,6.084442139E-3,2.203809233E-2
5.952451774E0,1.167268027E-2,-1.508963108E-2,-1.100540161E-3,1.910915015E-2
5.957446983E0,-2.597493352E-3,-2.211785316E-2,-4.385375977E-2,4.918433334E-2
5.962439378E0,6.958652288E-3,1.743197441E-3,-8.862781525E-2,8.891766537E-2
5.967431826E0,-2.389430255E-2,6.452381611E-3,-1.068954468E-1,1.097233223E-1
5.972424222E0,1.207280904E-2,-1.728153229E-2,-9.174728394E-2,9.413802731E-2
5.977416670E0,2.382756770E-2,-2.429145575E-2,-5.060005188E-2,6.097698791E-2
5.982409066E0,2.836113423E-2,-3.609657288E-4,2.821159363E-2,4.000472780E-2
5.987401097E0,2.098261192E-2,-5.085110664E-3,1.134967804E-2,2.439146460E-2
5.992393493E0,-7.710880600E-3,-2.164763212E-2,2.313423157E-2,3.260782615E-2
5.997385941E0,1.856454462E-2,-2.438962460E-3,-4.594707489E-2,4.961576912E-2
6.002378337E0,6.670452654E-3,4.731833935E-3,-7.406806946E-2,7.451821324E-2
6.007370785E0,-5.278384313E-3,4.716277122E-3,-5.919551849E-2,5.961722923E-2
6.012363180E0,1.839947328E-2,-2.390807867E-2,-3.970336914E-2,4.986476074E-2
6.017352243E0,1.352400985E-2,-1.666074991E-2,4.376602173E-2,4.874365690E-2
6.022344639E0,1.617245609E-3,-4.671514034E-3,6.715488434E-2,6.733659493E-2
6.027337087E0,-2.211926319E-2,-1.891314983E-2,3.571128845E-2,4.606804927E-2
6.032329483E0,-1.007618941E-2,-3.298485279E-2,-2.872467041E-2,4.488470560E-2
6.037321930E0,-5.150748417E-3,-1.130628586E-2,-4.511165619E-2,4.679127946E-2
6.042314326E0,-1.220209245E-2,6.383061409E-4,9.900093079E-3,1.572610371E-2
6.047308858E0,2.130484441E-3,-8.896470070E-3,2.882003784E-2,3.023707534E-2
6.052301253E0,-3.590804338E-2,3.079235554E-3,8.084392548E-2,8.851332983E-2
6.057293701E0,-2.472801367E-3,-3.023123741E-2,9.204673767E-2,9.691565600E-2
