"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.174365954E1,-1.481886115E-2,2.093887329E-2,-3.549671173E-2,4.379556603E-2
1.174865193E1,-2.679108875E-3,-6.467962265E-2,-9.933662415E-2,1.185681075E-1
1.175364433E1,1.390159875E-2,-1.423037052E-2,-8.662891388E-2,8.888378150E-2
1.175863110E1,2.326893806E-2,-2.131706476E-2,2.336215973E-2,3.926386680E-2
1.176362344E1,-3.074868117E-3,-6.913542747E-3,4.929733276E-2,4.987463188E-2
1.176861584E1,1.730854856E-3,5.735898018E-2,-6.513500214E-2,8.680793149E-2
1.177360823E1,-5.230371840E-3,-1.895803213E-2,-1.334714890E-1,1.349125722E-1
1.177860063E1,-1.476606354E-2,1.448142529E-2,-1.109771729E-1,1.128879143E-1
1.178359302E1,1.606924087E-2,-3.555297852E-2,-4.353904724E-2,5.846266687E-2
1.178858552E1,4.209864140E-2,-6.131225824E-2,6.135177612E-2,9.641332404E-2
1.179357787E1,7.513034344E-2,-3.661572933E-3,-6.030368805E-2,9.640804123E-2
1.179857032E1,1.064387057E-2,1.544857025E-2,-2.023286819E-1,2.031965695E-1
1.180356271E1,-2.985470742E-2,2.717012167E-2,-1.531333923E-1,1.583646265E-1
1.180855506E1,-3.216127306E-2,-2.777236700E-2,2.547264099E-3,4.256924251E-2
1.181354745E1,-1.544432063E-2,-4.192423820E-2,1.331720352E-1,1.404669347E-1
1.181853787E1,4.178101197E-2,3.679049015E-2,-3.185081482E-2,6.413787907E-2
1.182353021E1,1.790515706E-2,-3.935521841E-2,-2.073640823E-1,2.118237251E-1
1.182852261E1,1.101444475E-3,-2.939832211E-2,-2.721424103E-1,2.737279050E-1
1.183351500E1,3.401938081E-2,-5.476653576E-3,-2.044963837E-2,4.006868745E-2
1.183850740E1,2.400602028E-2,-6.970053911E-2,2.125148773E-1,2.249378297E-1
1.184349980E1,-1.179470122E-2,2.824991941E-2,1.228475571E-1,1.266044833E-1
1.184849490E1,-4.228227958E-2,-4.307341576E-2,-1.204690933E-1,1.347438784E-1
1.185348724E1,-2.516606636E-2,-2.131068707E-2,-1.337165833E-1,1.377229135E-1
1.185847964E1,1.045237202E-2,2.194046974E-4,3.130722046E-2,3.300670041E-2
1.186347204E1,3.627183661E-2,1.217061281E-2,1.712074280E-1,1.754301951E-1
1.186846443E1,9.761187434E-2,9.761250019E-2,1.008920670E-1,1.709838805E-1
1.187345683E1,2.587286942E-2,3.511047363E-2,-7.573413849E-2,8.739456770E-2
1.187844636E1,-4.299564660E-2,-3.167319298E-2,-2.105064392E-1,2.171745329E-1
1.188343870E1,-3.092588112E-2,6.348222494E-2,-1.137390137E-1,1.338766829E-1
1.188843110E1,-2.132545784E-2,5.912840366E-3,7.724952698E-2,8.035686810E-2
1.189342349E1,-6.964828819E-3,2.251636982E-2,-1.366329193E-2,2.724300455E-2
1.189841589E1,2.682472114E-3,3.660595417E-2,-1.133193970E-1,1.191153948E-1
1.190340829E1,3.169580596E-4,2.207165956E-2,-1.099977493E-1,1.121907459E-1
1.190840235E1,9.701562114E-3,3.611361980E-2,-4.969501495E-2,6.219251043E-2
1.191339469E1,1.905595139E-2,2.385634184E-2,1.003742218E-1,1.049153884E-1
1.191838709E1,9.324701503E-3,5.461478233E-2,4.728031158E-2,7.283647693E-2
1.192337948E1,-1.193969697E-2,2.102881670E-2,-1.716547012E-1,1.733496581E-1
1.192837188E1,-3.065813892E-2,1.924574375E-3,-2.462368011E-1,2.481454971E-1
1.193336427E1,-4.441286437E-3,2.326107025E-2,-1.705446243E-1,1.721809261E-1
1.193835584E1,7.132289466E-5,-3.882670403E-2,-3.135108948E-2,4.990399627E-2
1.194334818E1,4.276351258E-2,-1.472377777E-2,6.868553162E-2,8.223873718E-2
1.194834058E1,-1.684292033E-2,8.529812098E-2,-3.877735138E-2,9.520050623E-2
1.195333297E1,-2.859583311E-2,-3.411424160E-2,-3.369903564E-2,5.583124712E-2
1.195832537E1,1.660478674E-2,-5.998015404E-4,4.589080811E-3,1.723770191E-2
1.196331776E1,6.842684001E-3,-1.492673159E-2,5.918407440E-2,6.141973871E-2
1.196830927E1,1.395475306E-2,4.123389721E-3,3.255558014E-2,3.565954674E-2
1.197330162E1,1.999885077E-3,3.742188215E-2,-9.123897552E-2,9.863542700E-2
1.197829401E1,2.118196571E-3,-3.883188963E-2,-9.760093689E-2,1.050635298E-1
1.198328641E1,1.143319532E-2,-1.250737906E-2,2.910804749E-2,3.368131403E-2
1.198827880E1,8.844184689E-3,4.442846775E-2,1.523809433E-1,1.589718850E-1
1.199327120E1,-3.170732176E-3,-1.060652733E-2,1.083488464E-1,1.089129216E-1
1.199826401E1,6.451649126E-3,2.271205187E-2,-6.581306458E-3,2.451070524E-2
1.200325641E1,-1.251599099E-2,-8.335232735E-3,4.573726654E-2,4.814585845E-2
1.200824881E1,-2.203207463E-2,1.788914204E-2,7.861518860E-2,8.358098823E-2
1.201324115E1,4.164195620E-3,-1.786899567E-2,2.086162567E-1,2.094215464E-1
1.201823355E1,8.758930489E-3,-1.056951284E-2,2.686443329E-1,2.689948160E-1
1.202322594E1,3.004680388E-2,2.749979496E-2,1.119937897E-1,1.191707098E-1
1.202822099E1,-1.261584554E-2,1.304137707E-2,-4.809856415E-2,5.140728497E-2
1.203321334E1,-2.192576788E-2,-1.554977894E-2,-5.719852448E-2,6.319973200E-2
1.203820573E1,-1.488877647E-2,-4.875642061E-2,1.024332047E-1,1.144177680E-1
1.204319813E1,1.639677328E-3,-7.693529129E-2,2.322301865E-1,2.446478839E-1
1.204819052E1,5.386210606E-2,-1.930862665E-2,1.352710724E-1,1.468748193E-1
1.205318292E1,2.979300544E-2,-2.609628439E-2,3.200721741E-2,5.092250188E-2
1.205818006E1,3.298755502E-3,-1.877951622E-2,2.461242676E-2,3.113396165E-2
1.206317240E1,3.101561219E-3,1.925545931E-2,9.566402435E-2,9.763195148E-2
1.206816480E1,-6.544785108E-3,1.421380043E-2,2.065086365E-1,2.071006598E-1
1.207315719E1,-2.313461341E-2,1.892179251E-2,5.513381958E-2,6.271349640E-2
1.207814959E1,1.055364404E-2,-4.049754143E-2,-1.116056442E-1,1.191941697E-1
1.208314198E1,-2.745574154E-2,-1.875621080E-2,-2.223234177E-1,2.247961637E-1
1.208812896E1,1.769080386E-2,-4.425346851E-3,-6.606578827E-2,6.853638899E-2
1.209312130E1,2.207677253E-2,-7.093089819E-2,1.625347137E-1,1.787067692E-1
1.209811370E1,2.663166635E-2,1.272523403E-2,1.302928925E-1,1.335942179E-1
1.210310610E1,-1.130617224E-2,1.264321804E-2,-1.569843292E-2,2.311106422E-2
1.210809849E1,1.742965728E-2,-1.589316130E-2,-1.248378754E-1,1.270467656E-1
1.211309089E1,1.019019727E-2,2.934712172E-2,-1.808128357E-1,1.834621902E-1
1.211807964E1,-3.499080241E-2,-3.749114275E-2,-4.390525818E-2,6.751010097E-2
1.212307198E1,-3.983525559E-3,2.218240499E-2,3.722763062E-2,4.351808875E-2
1.212806438E1,-1.542399288E-3,3.157502413E-2,-7.947921753E-2,8.553541467E-2
1.213305677E1,-2.979138866E-2,9.956061840E-3,-1.287021637E-1,1.324797983E-1
1.213804917E1,-8.271450177E-3,2.172338963E-2,-1.395092010E-1,1.414324564E-1
1.214304157E1,1.063213497E-2,-4.742699862E-2,6.594467163E-2,8.192107304E-2
1.214804115E1,-1.404579263E-3,-3.518152237E-2,3.213596344E-2,4.767003782E-2
1.215303349E1,-2.485570312E-2,-1.555442810E-3,-1.439170837E-1,1.460559905E-1
1.215802589E1,-6.251870841E-2,-1.112341881E-2,-1.450977325E-1,1.583845679E-1
1.216301829E1,-3.370883316E-2,3.159892559E-2,5.762100220E-3,4.656156495E-2
1.216801068E1,-5.193777382E-3,-1.635652781E-2,1.719894409E-1,1.728435105E-1
1.217300308E1,1.957148081E-3,1.220744848E-2,1.349182129E-1,1.354834912E-1
1.217799266E1,-2.157347836E-2,1.920497417E-2,-1.061372757E-1,1.099971240E-1
1.218298500E1,-7.584800571E-2,-2.136659622E-2,-1.883983612E-1,2.042140884E-1
1.218797740E1,-6.815963984E-2,-1.656746864E-2,-1.036930084E-1,1.251896861E-1
1.219296980E1,-3.451047838E-2,-2.853977680E-2,1.014518738E-1,1.108962338E-1
1.219796219E1,4.166927561E-2,-1.423019171E-2,1.671104431E-1,1.728141403E-1
1.220295459E1,-1.798267476E-2,2.634787560E-2,4.219436646E-2,5.289566807E-2
1.220795125E1,-5.323464796E-2,-2.853637934E-2,-1.754760742E-2,6.289810184E-2
1.221294360E1,-3.850879893E-2,1.680922508E-2,3.723430634E-2,5.614152840E-2
1.221793599E1,-4.063713551E-2,2.388536930E-3,7.730674744E-2,8.736941736E-2
1.222292839E1,-7.118057925E-3,-9.536445141E-3,1.312980652E-1,1.318362335E-1
1.222792078E1,1.516239718E-4,3.807783127E-2,-5.508708954E-2,6.696664586E-2
1.223291318E1,-6.137916818E-2,-1.922839880E-2,-1.662759781E-1,1.782830180E-1
1.223791396E1,-3.980039153E-3,2.284228802E-3,-1.031284332E-1,1.032304807E-1
1.224290630E1,3.852695599E-2,-9.845197201E-3,8.300781250E-2,9.204102988E-2
1.224789870E1,9.574389085E-3,-9.893238544E-3,2.058353424E-1,2.062952575E-1
1.225289110E1,2.400375670E-3,2.817040682E-2,9.009265900E-2,9.442468337E-2
1.225788349E1,-1.638607681E-2,-3.607714176E-2,-4.130458832E-2,5.723751119E-2
1.226287589E1,2.783782547E-3,-4.870474339E-3,-8.609294891E-2,8.627552850E-2
1.226782995E1,4.964394961E-3,4.594087601E-3,4.052257538E-2,4.108320793E-2
1.227282235E1,1.905117184E-2,4.477083683E-3,1.779603958E-1,1.790332201E-1
1.227781469E1,4.500096664E-2,3.766995668E-2,7.907772064E-2,9.847537020E-2
1.228280709E1,-2.650284208E-3,-2.428126335E-2,-3.559780121E-2,4.317183349E-2
1.228779948E1,-1.198845729E-2,2.024590969E-3,-3.292751312E-2,3.510047289E-2
1.229279188E1,2.129524201E-2,-5.248963833E-3,1.484870911E-2,2.648628165E-2
1.229781532E1,3.054574318E-2,-9.793037176E-2,1.382474899E-1,1.721504244E-1
1.230280766E1,2.562051453E-2,1.445722580E-2,6.435394287E-3,3.011372514E-2
1.230780006E1,1.134707499E-2,-2.354514599E-2,-4.587173462E-2,5.279532221E-2
1.231279245E1,-3.122438909E-3,-4.940450191E-2,3.290843964E-2,5.944341707E-2
1.231778485E1,3.236353770E-2,1.981908083E-2,1.371517181E-1,1.423052646E-1
1.232277724E1,3.920147195E-2,1.012444496E-2,1.977701187E-1,2.018719387E-1
1.232776667E1,2.697813138E-2,3.624635935E-2,3.696632385E-2,5.837916784E-2
1.233275901E1,1.273806579E-2,-1.613932848E-2,-1.272430420E-1,1.288934753E-1
1.233775141E1,-1.103966683E-2,-2.305603027E-2,-1.428070068E-1,1.450768623E-1
1.234274381E1,1.971658133E-2,1.041758060E-2,-3.833770752E-3,2.262669581E-2
1.234773620E1,4.066637903E-2,-3.250771761E-2,1.529779434E-1,1.615944221E-1
1.235272860E1,-2.608711831E-3,8.171319962E-3,1.184473038E-1,1.187574824E-1
1.235772360E1,-1.190243568E-2,4.613584280E-2,-1.314163208E-3,4.766456746E-2
1.236271594E1,-6.862204988E-3,6.915926933E-4,-3.217983246E-2,3.291063316E-2
1.236770834E1,-9.298942983E-3,3.154045343E-2,-1.766014099E-2,3.732493970E-2
1.237270073E1,2.153538726E-2,2.402085066E-2,1.440143585E-1,1.475835683E-1
1.237769313E1,2.593381703E-2,4.749727249E-2,9.529781342E-2,1.095911812E-1
1.238268552E1,-2.265974181E-4,3.297507763E-2,-9.315490723E-2,9.881924828E-2
1.238768334E1,-1.191559620E-2,-1.003533602E-2,-1.969003677E-1,1.975156809E-1
1.239267568E1,3.314575553E-2,-1.003050804E-2,-1.263742447E-1,1.310332092E-1
1.239766808E1,2.066457085E-2,-5.510950089E-2,1.336107254E-1,1.459996833E-1
1.240266047E1,4.185997695E-2,2.619343996E-2,1.182489395E-1,1.281450961E-1
1.240765287E1,1.324605476E-2,2.847748995E-2,-1.369104385E-1,1.404666992E-1
1.241264526E1,-2.933128364E-2,-3.349977732E-2,-1.999082565E-1,2.048069098E-1
1.241763162E1,1.355797518E-2,3.084021807E-2,-1.364822388E-1,1.405785874E-1
1.242262396E1,-1.290701516E-2,-2.804398537E-3,8.319568634E-2,8.423762768E-2
1.242761636E1,-8.063988760E-3,2.559518814E-2,1.157512665E-1,1.188212829E-1
1.243260875E1,1.691902289E-3,2.065485716E-2,-9.901046753E-2,1.011561088E-1
1.243760115E1,-3.598676249E-2,-6.248295307E-2,-2.407054901E-1,2.512733561E-1
1.244259355E1,-9.626305662E-3,-5.000919104E-2,-2.434463501E-1,2.487161240E-1
1.244758823E1,-1.451489516E-2,-5.917328596E-2,-1.337146759E-2,6.237752879E-2
1.245258058E1,-7.539687678E-3,-3.732770681E-2,9.601306915E-2,1.032894672E-1
1.245757297E1,-3.692142200E-4,3.907597065E-2,-5.444145203E-2,6.701447232E-2
1.246256537E1,-1.442613360E-2,-3.985345364E-3,-1.323785782E-1,1.332219361E-1
1.246755776E1,6.955634337E-3,-3.966397047E-2,-6.951713562E-2,8.033830685E-2
1.247255016E1,3.755868599E-2,3.398895264E-3,3.796005249E-2,5.350862517E-2
1.247754433E1,3.242766485E-2,1.284533739E-2,7.802581787E-2,8.546686138E-2
1.248253667E1,6.010939833E-3,4.364430904E-2,-8.415889740E-2,9.499303722E-2
1.248752907E1,-5.679056048E-3,5.347371101E-3,-1.927280426E-1,1.928858327E-1
1.249252146E1,3.906180151E-3,-8.977770805E-3,-1.056041718E-1,1.060570587E-1
1.249751386E1,3.680417314E-2,-8.981645107E-3,6.868457794E-2,7.843971160E-2
1.250250625E1,2.692163363E-2,-2.561426163E-2,1.655054092E-1,1.696257800E-1
1.250749959E1,7.014760631E-4,4.816216230E-2,2.584457397E-3,4.823655633E-2
1.251249193E1,-3.707858175E-2,2.402943373E-2,-1.090860367E-1,1.176945127E-1
1.251748433E1,-3.678856045E-2,-4.704654217E-3,-4.403877258E-2,5.757556289E-2
1.252247672E1,-2.471919172E-2,-7.119655609E-3,7.747554779E-2,8.163448071E-2
1.252746912E1,-3.148946213E-3,-3.079169989E-2,2.003602982E-1,2.027370063E-1
1.253246151E1,6.466562860E-3,3.194808960E-4,6.565761566E-2,6.597606382E-2
1.253744782E1,-7.497068029E-3,-2.336329222E-2,-1.225519180E-1,1.249840872E-1
1.254244016E1,-4.768026248E-2,-5.402660370E-2,-1.381578445E-1,1.558199966E-1
1.254743256E1,-2.622673474E-2,-2.277302742E-2,2.690029144E-2,4.393265383E-2
1.255242495E1,1.880676858E-2,-4.404175282E-2,2.167129517E-1,2.219411498E-1
1.255741735E1,4.719227180E-2,-2.697062492E-2,1.080121994E-1,1.209179902E-1
1.256240974E1,-2.185035869E-2,-7.666230202E-3,-4.966831207E-2,5.480100806E-2
1.256740318E1,-2.157772332E-2,-2.425849438E-2,-6.588459015E-2,7.344965563E-2
1.257239552E1,2.124348655E-2,-5.079388618E-3,2.493286133E-2,3.314714895E-2
1.257738792E1,2.337167598E-2,-7.388591766E-3,1.530056000E-1,1.549565750E-1
1.258238032E1,-1.711668260E-2,3.778082132E-2,5.195617676E-2,6.648169362E-2
1.258737271E1,-3.563775495E-2,3.743863106E-2,-1.599016190E-1,1.680482919E-1
1.259236511E1,-4.692589119E-2,-2.218645811E-2,-1.870708466E-1,1.941385583E-1
1.259736526E1,8.042281494E-3,-6.491541862E-4,-1.285009384E-1,1.287539936E-1
1.260235761E1,4.582103714E-2,-1.972681284E-2,1.034545898E-2,5.094843581E-2
1.260735000E1,1.444234140E-2,1.134359837E-2,6.252288818E-2,6.516417724E-2
1.261234240E1,-2.597502619E-2,5.883514881E-2,-5.914592743E-2,8.737572576E-2
1.261733480E1,-5.634806305E-2,-9.682178497E-4,-9.665679932E-2,1.118864536E-1
1.262232719E1,-2.026777714E-2,2.287054062E-2,-5.546283722E-2,6.332432969E-2
1.262731084E1,-6.018323824E-3,1.547473669E-2,1.160335541E-1,1.172154997E-1
1.263230318E1,2.014377899E-2,1.996684074E-2,1.055555344E-1,1.092996679E-1
1.263729558E1,3.441217914E-2,3.170210123E-2,-5.210781097E-2,7.003174466E-2
1.264228797E1,1.060103253E-2,6.312727928E-4,-1.300611496E-1,1.304939961E-1
1.264728037E1,1.033970900E-2,5.247056484E-3,-4.346656799E-2,4.498648371E-2
1.265227276E1,2.201297879E-2,-2.100622654E-2,9.229564667E-2,9.718188711E-2
1.265726709E1,2.908987226E-3,9.972095490E-3,1.746654510E-1,1.749740686E-1
1.266225943E1,2.450236119E-2,7.405251265E-2,1.642608643E-2,7.971170961E-2
1.266725183E1,-6.445353851E-3,-4.046374559E-2,6.795883179E-3,4.153361677E-2
1.267224422E1,-1.758856932E-3,1.448345184E-2,6.137466431E-2,6.308496948E-2
1.267723662E1,5.520175770E-2,2.616173029E-2,1.558790207E-1,1.674214421E-1
1.268222901E1,1.434200723E-2,4.536509514E-3,1.902112961E-1,1.908051631E-1
1.268720688E1,-4.629010800E-5,3.545582294E-2,5.084991455E-2,6.199057455E-2
1.269219922E1,-5.454476178E-2,-1.465058327E-2,-5.409240723E-2,7.820331928E-2
1.269719162E1,-4.222475365E-2,9.302258492E-3,-2.513122559E-2,5.001040225E-2
1.270218401E1,3.195363097E-3,2.070724964E-3,5.584526062E-2,5.597491743E-2
1.270717641E1,2.923267521E-2,-7.527410984E-3,1.860294342E-1,1.884626266E-1
1.271216881E1,4.565022513E-2,6.614959240E-2,1.155872345E-1,1.407839494E-1
1.271715834E1,7.399664260E-3,-5.592405796E-3,1.960754395E-2,2.169068494E-2
1.272215073E1,-1.406082418E-2,-1.739948988E-2,5.032825470E-2,5.507614952E-2
1.272714308E1,1.686796173E-2,4.680621624E-2,1.116676331E-1,1.222497864E-1
1.273213547E1,8.301297203E-5,3.208416700E-2,1.392393112E-1,1.428880207E-1
1.273712776E1,-2.359263040E-2,5.797171593E-2,-9.202957153E-3,6.326157188E-2
1.274212016E1,-2.786108665E-2,1.248013973E-2,-1.231431961E-1,1.268709612E-1
1.274711370E1,-1.820053533E-2,-6.655514240E-3,-1.244945526E-1,1.259938450E-1
1.275210605E1,1.023304835E-2,1.000130177E-2,-1.180934906E-2,1.855268285E-2
1.275709844E1,3.621167690E-2,-4.362583160E-3,1.046895981E-1,1.108613080E-1
1.276209079E1,3.362152353E-2,2.420419455E-2,-3.080368042E-3,4.154200940E-2
1.276708318E1,-4.249602929E-2,1.220023632E-2,-1.384553909E-1,1.453432267E-1
1.277207552E1,-4.448167607E-2,2.869999409E-2,-1.586837769E-1,1.672807526E-1
1.277706500E1,-3.008214012E-2,4.738640785E-2,-5.997085571E-2,8.213957839E-2
1.278205735E1,5.727875046E-3,8.749961853E-3,6.641769409E-2,6.723600578E-2
1.278704974E1,1.041558199E-2,2.749985456E-2,6.110095978E-2,6.780894952E-2
1.279204209E1,8.201226592E-3,-3.535985947E-3,-1.270704269E-1,1.273838950E-1
1.279703448E1,-5.927119870E-3,-6.049543619E-2,-2.281579971E-1,2.361162853E-1
1.280202683E1,-2.025266923E-2,-5.051654577E-2,-8.847713470E-2,1.038763466E-1
1.280703407E1,-8.427930996E-3,-2.177113295E-2,1.070423126E-1,1.095585183E-1
1.281202641E1,5.828538910E-3,4.004412889E-2,7.050895691E-2,8.129586170E-2
1.281701875E1,-1.308922097E-2,3.973442316E-2,-2.747344971E-2,5.004940088E-2
1.282201115E1,1.090697479E-2,-3.658986092E-2,-8.425617218E-2,9.250341924E-2
1.282700349E1,1.549680624E-2,1.347124577E-2,3.283882141E-2,3.873000978E-2
1.283199584E1,1.989765279E-2,-1.527756453E-2,1.560850143E-1,1.580881155E-1
1.283698568E1,3.401742131E-2,8.629083633E-3,1.381578445E-1,1.425455578E-1
1.284197802E1,3.144586692E-3,3.249073029E-2,-1.171646118E-1,1.216268155E-1
1.284697032E1,-7.508786023E-2,-3.491878510E-3,-1.637048721E-1,1.801379059E-1
1.285196271E1,-5.093457177E-2,-2.259713411E-2,-2.456855774E-2,6.089807141E-2
1.285695506E1,1.098140422E-2,-6.292313337E-2,1.442918777E-1,1.577975220E-1
1.286194745E1,4.170487821E-2,-3.391975164E-2,1.763448715E-1,1.843566113E-1
1.286695302E1,2.713658288E-2,2.815091610E-2,-9.126663208E-4,3.911139434E-2
1.287194537E1,-3.461899981E-2,1.809418201E-3,-8.167076111E-2,8.872351640E-2
1.287693771E1,-3.192931786E-2,-2.668809891E-2,2.155303955E-3,4.166990878E-2
1.288193011E1,1.804992557E-2,-2.406615019E-2,1.232919693E-1,1.269089796E-1
1.288692245E1,-2.487915941E-2,-4.289728403E-2,1.317644119E-1,1.407871081E-1
1.289191480E1,-1.023542881E-2,-1.876038313E-2,-4.987239838E-2,5.425838274E-2
1.289690542E1,-2.789048245E-3,-2.338248491E-2,-2.038698196E-1,2.052252975E-1
1.290189776E1,-1.708602533E-2,-2.801752090E-2,-1.522884369E-1,1.557840870E-1
1.290689011E1,4.263106268E-3,-3.751897812E-2,4.613399506E-2,5.961705540E-2
1.291188250E1,1.608291082E-2,-3.010702133E-2,1.550226212E-1,1.587359626E-1
1.291687485E1,-3.136859834E-2,8.125007153E-3,-5.432128906E-3,3.285593900E-2
1.292186719E1,-4.997298121E-2,-2.274942398E-2,-9.565258026E-2,1.102916645E-1
1.292685823E1,-2.164116129E-3,-1.783615351E-2,-4.497146606E-2,4.842772481E-2
1.293185058E1,4.514694959E-2,-3.564417362E-3,7.892322540E-2,9.099355821E-2
1.293684292E1,3.287742659E-2,3.564417362E-3,1.804122925E-1,1.834181712E-1
1.294183532E1,4.132763017E-3,4.399412870E-2,6.251144409E-2,7.655222879E-2
1.294682766E1,1.858947985E-2,9.946227074E-4,-1.114149094E-1,1.129594620E-1
1.295182000E1,-2.439547703E-2,-3.472542763E-2,-8.198451996E-2,9.231714974E-2
1.295681021E1,-7.681734860E-3,-3.213930130E-2,-7.665634155E-3,3.392205309E-2
1.296180256E1,1.131621748E-2,-2.477222681E-2,1.040468216E-1,1.075521319E-1
1.296679490E1,-6.200026255E-4,-3.213346004E-3,8.417320251E-2,8.423679729E-2
1.297178730E1,-2.423504740E-2,-3.162562847E-3,4.784011841E-2,5.372165537E-2
1.297677964E1,-2.899514511E-4,-3.177285194E-2,7.118892670E-2,7.795807512E-2
1.298177198E1,-4.059281200E-4,4.675441980E-2,1.252250671E-1,1.336692111E-1
1.298677516E1,-1.463006251E-2,-2.012622356E-2,1.028032303E-1,1.057714884E-1
1.299176750E1,7.010269910E-3,3.707838058E-2,-3.583240509E-2,5.203759646E-2
1.299675985E1,7.193217985E-3,-1.061463356E-2,-2.113151550E-1,2.117038204E-1
1.300175224E1,-2.339852974E-3,-5.802452564E-3,-1.335391998E-1,1.336856808E-1
1.300674459E1,1.888971962E-2,-1.306229830E-2,2.909851074E-2,3.706977841E-2
1.301173693E1,2.029795200E-3,-2.718269825E-2,1.238794327E-1,1.268429462E-1
1.301671938E1,-2.641331591E-2,1.593005657E-2,1.014757156E-1,1.060601283E-1
1.302171172E1,-3.783291578E-2,1.670837402E-3,1.274394989E-2,3.995659486E-2
1.302670407E1,-3.036200255E-2,-2.677410841E-2,-5.387210846E-2,6.738626084E-2
1.303169646E1,1.031430811E-2,2.811032534E-2,-3.679275513E-2,4.743713916E-2
1.303668880E1,6.732842326E-2,1.717746258E-3,3.240203857E-2,7.473927572E-2
1.304168115E1,4.531375691E-2,1.112675667E-2,6.538391113E-2,8.032556949E-2
1.304667573E1,1.661298424E-2,5.149358511E-2,-9.194183350E-2,1.066812134E-1
1.305166808E1,-5.196577683E-2,6.056010723E-3,-1.315517426E-1,1.415732256E-1
1.305666042E1,-3.476880118E-2,-2.480107546E-2,-1.066951752E-1,1.149252944E-1
1.306165282E1,-3.616060596E-3,-3.655081987E-2,-7.968044281E-2,8.773831144E-2
1.306664516E1,8.276152425E-3,4.211908579E-2,-5.763816833E-2,7.186564225E-2
1.307163750E1,3.452798352E-2,6.312054396E-2,-1.688098907E-1,1.835024903E-1
1.307662797E1,-5.800066516E-3,1.758593321E-2,-1.721458435E-1,1.731389536E-1
1.308162032E1,3.676706227E-3,4.121875763E-2,-1.398277283E-1,1.458228300E-1
1.308661266E1,5.845197011E-3,7.539033890E-3,5.137443542E-2,5.225261692E-2
1.309160506E1,2.235491201E-2,4.308187962E-2,5.094432831E-2,7.036416012E-2
1.309659740E1,-6.048670970E-3,4.992479086E-2,-2.511692047E-1,2.561543296E-1
1.310158974E1,-2.223524079E-2,2.350449562E-2,-3.915987015E-1,3.929330862E-1
1.310659052E1,3.732285276E-2,-1.224905252E-2,-3.384447098E-1,3.407166803E-1
1.311158287E1,3.674639016E-2,-3.587847948E-2,-7.668876648E-2,9.229696303E-2
1.311657521E1,4.571811855E-2,7.754564285E-5,8.786487579E-2,9.904740671E-2
1.312156761E1,1.206400990E-2,2.476394176E-3,5.625152588E-2,5.758391292E-2
1.312655995E1,-1.149959676E-2,-1.404649019E-2,-7.248687744E-2,7.472544422E-2
1.313155235E1,-4.190122709E-3,2.172762156E-2,-1.621513367E-1,1.636542167E-1
1.313654256E1,4.230635241E-4,3.102135658E-2,-9.191131592E-2,9.700615208E-2
1.314153490E1,7.475886960E-3,2.118211985E-2,5.375766754E-2,5.826197651E-2
1.314652724E1,6.441088766E-2,1.390290260E-2,-6.071472168E-2,8.960095188E-2
1.315151964E1,2.299766755E-3,-3.375107050E-2,-1.481056213E-1,1.519200407E-1
1.315651198E1,-2.856904827E-2,-4.299932718E-2,-1.064891815E-1,1.183430540E-1
1.316150433E1,-9.496133775E-3,-2.614217997E-2,5.355072021E-2,6.034293468E-2
1.316649042E1,2.294797217E-3,-1.644957066E-2,1.647520065E-1,1.655870711E-1
1.317148276E1,1.181353442E-2,2.884662151E-2,7.786178589E-2,8.386980905E-2
1.317647511E1,2.377903089E-2,-2.115350962E-2,-3.205394745E-2,4.517044195E-2
1.318146750E1,1.659594662E-2,-3.283101320E-2,-8.167076111E-2,8.957351222E-2
1.318645985E1,5.434469506E-2,3.145217896E-2,4.965591431E-2,8.005182864E-2
1.319145219E1,3.233575448E-2,1.210713387E-2,1.941442490E-1,1.971907024E-1
1.319642230E1,-1.206763322E-3,5.231207609E-2,1.402597427E-1,1.497023881E-1
1.320141464E1,-4.609767348E-2,-3.616809845E-4,1.556491852E-2,4.865586297E-2
1.320640698E1,-2.415075898E-2,-1.691216230E-2,-2.731990814E-2,4.019524567E-2
1.321139938E1,-9.773292579E-3,-4.768055677E-2,-3.184509277E-2,5.816410126E-2
1.321639172E1,4.002153128E-2,-1.068529487E-1,1.085643768E-1,1.574976175E-1
1.322138412E1,4.442013055E-2,-2.284604311E-2,5.777168274E-2,7.637183388E-2
1.322640235E1,2.280243486E-2,-8.481502533E-3,-2.110671997E-2,3.220839252E-2
1.323139469E1,-3.431343660E-2,-4.179835320E-2,1.469421387E-2,5.603957693E-2
1.323638704E1,-2.237405255E-2,-5.583322048E-2,1.475925446E-1,1.593784990E-1
1.324137943E1,-1.999176294E-2,-4.351758957E-2,2.152509689E-1,2.205140150E-1
1.324637177E1,6.338118576E-3,-5.025756359E-2,7.567787170E-2,9.106664983E-2
1.325136412E1,2.558543719E-2,-4.679560661E-3,-1.339979172E-1,1.364989183E-1
1.325635292E1,-2.992523601E-3,-3.782296181E-2,-1.352519989E-1,1.404728972E-1
1.326134526E1,-3.143911716E-3,-5.896627903E-2,-1.535415649E-2,6.101357525E-2
1.326633761E1,1.457038568E-3,-6.800436974E-2,2.056970596E-1,2.166517888E-1
